State,Truck Stop Name,Highway Route,Exit,Address,Latitude,Longitude
VT,JOLLY TRUCK STOP,I-89,Exit 19,"711 FAIRFAX RD ST. ALBANS, VT 05478",44.795263989268,-73.073225018137
VT,MAPLEFIELD'S,I-89,Exit 19,"555 FAIRFAX RD ST. ALBANS, VT 05478",44.797042000479,-73.071793975808
VT,CHAMPLAIN FARMS,I-89,Exit 21,"188 1ST ST SWANTON, VT 05488",44.922124010009,-73.105808996179
VT,HOMETOWN SUNOCO,I-89,Exit 21,"166 1ST ST SWANTON, VT 05488",44.921390006748,-73.109772965829
VT,CIRCLE K,I-91,Exit 7,"14 MISSING LINK RD SPRINGFIELD, VT 05156",43.264018019319,-72.436354017088
VT,P & H TRUCK STOP,I-91,Exit 17,"2886 ROUTE 302 WELLS RIVER, VT 05081",44.161799980403,-72.090177979362
VT,CHAMPLAIN FARMS,I-91,Exit 28,"3923 US 5 DERBY, VT 05855, 802-766-8700",44.952354014363,-72.146388027885
VT,MAC'S TRUCK STOP,US-4,Exit 2,"22 WASHINGTON ST FAIR HAVEN, VT 05743",43.597212587785,-73.269838588082
VT,MAPLEFIELD'S MOBIL TRUCK STOP,US-4,Exit 2,"699 ROUTE 22A FAIR HAVEN, VT 05743",43.603318004684,-73.274928980169
VT,MIDWAY MOBILE MART,US-4,,"118 S MAIN ST RUTLAND, VT 05071",43.600329981931,-72.970308993464
VT,JIFFY MART #48,US-7,,"2822 US ROUTE 7 FERRISBURGH, VT 05456",44.201465996076,-73.246708034187
VT,MAPLEFIELD'S,US-7,,"1908 ETHAN ALLEN HWY NEW HAVEN, VT 05472",44.074426015874,-73.173719008068
VT,MAPLEFIELD'S,,Exit VT,"143 LOWER MAIN E JOHNSON, VT 05656",44.634727996138,-72.676208965795
VT,MAPLEFIELD'S,,Exit VT,"2949 ROUTE 22A SHOREHAM, VT 05770",43.899847987993,-73.307625024257
VT,BART ENERGY,,,"4 TRANSPORT PARK ROCKINGHAM, VT 05101",43.201990007983,-72.5075690134
